time,phase,tug_x,tug_y,tug_yaw,ac_x,ac_y,ac_yaw,velocity,steer_angle
25.3,BRAKING,-12.5327,22.0789,-0.8163,-18.4494,15.5853,0.826,-1.5112,-0.0
25.4,BRAKING,-12.6362,22.189,-0.8163,-18.4412,15.5943,0.8432,-1.5112,-0.0
25.5,BRAKING,-12.7397,22.2991,-0.8163,-18.4315,15.6053,0.8603,-1.5112,-0.0
25.6,BRAKING,-12.8433,22.4092,-0.8163,-18.4204,15.6184,0.8774,-1.5112,-0.0
25.7,BRAKING,-12.9468,22.5193,-0.8163,-18.4078,15.6338,0.8945,-1.5112,-0.0
25.8,BRAKING,-13.0503,22.6294,-0.8163,-18.394,15.6513,0.9115,-1.5112,-0.0
25.9,BRAKING,-13.1538,22.7395,-0.8163,-18.3789,15.6711,0.9285,-1.5112,-0.0
26.0,BRAKING,-13.2573,22.8496,-0.8163,-18.3626,15.6931,0.9454,-1.5112,-0.0
26.1,BRAKING,-13.3608,22.9597,-0.8163,-18.3452,15.7175,0.9623,-1.5112,-0.0
26.2,BRAKING,-13.4643,23.0698,-0.8163,-18.3269,15.7442,0.9791,-1.5112,-0.0
26.3,BRAKING,-13.5678,23.1799,-0.8163,-18.3076,15.7733,0.9959,-1.5112,-0.0
26.4,BRAKING,-13.6713,23.29,-0.8163,-18.2875,15.8048,1.0126,-1.5112,-0.0
26.5,BRAKING,-13.7748,23.4001,-0.8163,-18.2667,15.8387,1.0292,-1.5112,-0.0
26.6,BRAKING,-13.8783,23.5102,-0.8163,-18.2452,15.875,1.0457,-1.5112,-0.0
26.7,BRAKING,-13.9818,23.6203,-0.8163,-18.2231,15.9137,1.0622,-1.5112,-0.0
26.8,BRAKING,-14.0854,23.7304,-0.8163,-18.2005,15.9548,1.0785,-1.5112,-0.0
26.9,BRAKING,-14.1889,23.8405,-0.8163,-18.1775,15.9984,1.0948,-1.5112,-0.0
27.0,BRAKING,-14.2924,23.9506,-0.8163,-18.1542,16.0444,1.111,-1.5112,-0.0
27.1,BRAKING,-14.3959,24.0607,-0.8163,-18.1306,16.0928,1.1271,-1.5112,-0.0
27.2,BRAKING,-14.4994,24.1708,-0.8163,-18.1068,16.1437,1.1431,-1.5112,-0.0
27.3,BRAKING,-14.6029,24.2809,-0.8163,-18.083,16.1969,1.1589,-1.5112,-0.0
27.4,BRAKING,-14.7064,24.391,-0.8163,-18.0591,16.2526,1.1747,-1.5112,-0.0
27.5,BRAKING,-14.8099,24.5011,-0.8163,-18.0353,16.3106,1.1904,-1.5112,-0.0
27.6,BRAKING,-14.9134,24.6112,-0.8163,-18.0116,16.371,1.2059,-1.5112,-0.0
27.7,BRAKING,-15.0169,24.7213,-0.8163,-17.988,16.4337,1.2214,-1.5112,-0.0
27.8,BRAKING,-15.1204,24.8314,-0.8163,-17.9648,16.4987,1.2367,-1.5112,-0.0
27.9,BRAKING,-15.2239,24.9415,-0.8163,-17.9419,16.566,1.2519,-1.5112,-0.0
28.0,BRAKING,-15.3275,25.0516,-0.8163,-17.9194,16.6355,1.267,-1.5112,-0.0
28.1,BRAKING,-15.431,25.1617,-0.8163,-17.8974,16.7073,1.2819,-1.5112,-0.0
28.2,BRAKING,-15.5345,25.2718,-0.8163,-17.8759,16.7813,1.2967,-1.5112,-0.0
28.3,BRAKING,-15.638,25.3819,-0.8163,-17.855,16.8574,1.3114,-1.5112,-0.0
28.4,BRAKING,-15.7415,25.492,-0.8163,-17.8347,16.9356,1.326,-1.5112,-0.0
28.5,BRAKING,-15.845,25.6021,-0.8163,-17.8151,17.0159,1.3404,-1.5112,-0.0
28.6,BRAKING,-15.9485,25.7122,-0.8163,-17.7963,17.0982,1.3547,-1.5112,-0.0
28.7,BRAKING,-16.052,25.8223,-0.8163,-17.7783,17.1825,1.3688,-1.5112,-0.0
28.8,BRAKING,-16.1555,25.9324,-0.8163,-17.7612,17.2688,1.3828,-1.5112,-0.0
28.9,BRAKING,-16.259,26.0425,-0.8163,-17.7449,17.357,1.3967,-1.5112,-0.0
29.0,BRAKING,-16.3625,26.1526,-0.8163,-17.7296,17.447,1.4104,-1.5112,-0.0
29.1,BRAKING,-16.466,26.2627,-0.8163,-17.7152,17.5389,1.424,-1.5112,-0.0
29.2,BRAKING,-16.5696,26.3728,-0.8163,-17.7019,17.6325,1.4375,-1.5112,-0.0
29.3,BRAKING,-16.6731,26.4829,-0.8163,-17.6896,17.7279,1.4508,-1.5112,-0.0
29.4,BRAKING,-16.7766,26.593,-0.8163,-17.6785,17.8249,1.4639,-1.5112,-0.0
29.5,BRAKING,-16.8801,26.7031,-0.8163,-17.6684,17.9236,1.4769,-1.5112,-0.0
29.6,BRAKING,-16.9836,26.8132,-0.8163,-17.6595,18.0238,1.4897,-1.5112,-0.0
29.7,BRAKING,-17.0871,26.9233,-0.8163,-17.6517,18.1256,1.5025,-1.5112,-0.0
29.8,BRAKING,-17.1906,27.0334,-0.8163,-17.6452,18.2289,1.515,-1.5112,-0.0
29.9,BRAKING,-17.2941,27.1435,-0.8163,-17.6399,18.3336,1.5274,-1.5112,-0.0
30.0,BRAKING,-17.3976,27.2536,-0.8163,-17.6358,18.4397,1.5397,-1.5112,-0.0
30.1,BRAKING,-17.5011,27.3638,-0.8163,-17.633,18.5471,1.5518,-1.5112,-0.0
30.2,BRAKING,-17.6046,27.4739,-0.8163,-17.6314,18.6558,1.5638,-1.5112,-0.0
30.3,BRAKING,-17.7081,27.584,-0.8163,-17.6312,18.7658,1.5756,-1.5112,-0.0
30.4,BRAKING,-17.8117,27.6941,-0.8163,-17.6322,18.877,1.5872,-1.5112,-0.0
30.5,BRAKING,-17.9152,27.8042,-0.8163,-17.6346,18.9893,1.5988,-1.5112,-0.0
30.6,BRAKING,-18.0187,27.9143,-0.8163,-17.6383,19.1028,1.6101,-1.5112,-0.0
30.7,BRAKING,-18.1222,28.0244,-0.8163,-17.6433,19.2173,1.6214,-1.5112,-0.0
30.8,BRAKING,-18.2257,28.1345,-0.8163,-17.6497,19.3329,1.6324,-1.5112,-0.0
30.9,BRAKING,-18.3292,28.2446,-0.8163,-17.6574,19.4494,1.6434,-1.5112,-0.0
31.0,BRAKING,-18.4327,28.3547,-0.8163,-17.6664,19.5669,1.6542,-1.5112,-0.0
31.1,BRAKING,-18.5362,28.4648,-0.8163,-17.6768,19.6853,1.6648,-1.5112,-0.0
31.2,BRAKING,-18.6397,28.5749,-0.8163,-17.6886,19.8045,1.6753,-1.5112,-0.0
31.3,BRAKING,-18.7432,28.685,-0.8163,-17.7017,19.9246,1.6857,-1.5112,-0.0
31.4,BRAKING,-18.8467,28.7951,-0.8163,-17.7161,20.0454,1.6959,-1.5112,-0.0
31.5,BRAKING,-18.9502,28.9052,-0.8163,-17.7319,20.167,1.706,-1.5112,-0.0
31.6,BRAKING,-19.0538,29.0153,-0.8163,-17.7491,20.2893,1.7159,-1.5112,-0.0
31.7,BRAKING,-19.1573,29.1254,-0.8163,-17.7675,20.4123,1.7257,-1.5112,-0.0
31.8,BRAKING,-19.2608,29.2355,-0.8163,-17.7873,20.5359,1.7354,-1.5112,-0.0
31.9,BRAKING,-19.3643,29.3456,-0.8163,-17.8084,20.66,1.7449,-1.5112,-0.0
32.0,BRAKING,-19.4678,29.4557,-0.8163,-17.8308,20.7848,1.7543,-1.5112,-0.0
32.1,BRAKING,-19.5713,29.5658,-0.8163,-17.8546,20.9101,1.7635,-1.5112,-0.0
32.2,BRAKING,-19.6748,29.6759,-0.8163,-17.8796,21.0359,1.7726,-1.5112,-0.0
32.3,BRAKING,-19.7783,29.786,-0.8163,-17.9059,21.1621,1.7816,-1.5112,-0.0
32.4,BRAKING,-19.8818,29.8961,-0.8163,-17.9335,21.2888,1.7905,-1.5112,-0.0
32.5,BRAKING,-19.9853,30.0062,-0.8163,-17.9623,21.4159,1.7992,-1.5112,-0.0
32.6,BRAKING,-20.0888,30.1163,-0.8163,-17.9924,21.5434,1.8078,-1.5112,-0.0
32.7,BRAKING,-20.1923,30.2264,-0.8163,-18.0238,21.6713,1.8162,-1.5112,-0.0
32.8,BRAKING,-20.2959,30.3365,-0.8163,-18.0563,21.7995,1.8246,-1.5112,-0.0
32.9,BRAKING,-20.3994,30.4466,-0.8163,-18.0901,21.928,1.8328,-1.5112,-0.0
33.0,BRAKING,-20.5029,30.5567,-0.8163,-18.1251,22.0568,1.8409,-1.5112,-0.0
33.1,BRAKING,-20.6064,30.6668,-0.8163,-18.1613,22.1858,1.8488,-1.5112,-0.0
33.2,BRAKING,-20.7099,30.7769,-0.8163,-18.1986,22.3151,1.8567,-1.5112,-0.0
33.3,BRAKING,-20.8134,30.887,-0.8163,-18.2371,22.4445,1.8644,-1.5112,-0.0
33.4,BRAKING,-20.9169,30.9971,-0.8163,-18.2767,22.5742,1.872,-1.5112,-0.0
33.5,BRAKING,-21.0204,31.1072,-0.8163,-18.3175,22.7041,1.8795,-1.5112,-0.0
33.6,BRAKING,-21.1239,31.2173,-0.8163,-18.3594,22.8341,1.8869,-1.5112,-0.0
33.7,BRAKING,-21.2274,31.3274,-0.8163,-18.4024,22.9642,1.8941,-1.5112,-0.0
33.8,BRAKING,-21.3309,31.4375,-0.8163,-18.4464,23.0945,1.9013,-1.5112,-0.0
33.9,BRAKING,-21.4344,31.5476,-0.8163,-18.4916,23.2248,1.9083,-1.5112,-0.0
34.0,BRAKING,-21.538,31.6577,-0.8163,-18.5378,23.3553,1.9152,-1.5112,-0.0
34.1,BRAKING,-21.6415,31.7678,-0.8163,-18.585,23.4858,1.9221,-1.5112,-0.0
34.2,BRAKING,-21.745,31.8779,-0.8163,-18.6332,23.6163,1.9288,-1.5112,-0.0
34.3,BRAKING,-21.8485,31.988,-0.8163,-18.6825,23.7469,1.9354,-1.5112,-0.0
34.4,BRAKING,-21.952,32.0981,-0.8163,-18.7327,23.8776,1.9419,-1.5112,-0.0
34.5,BRAKING,-22.0555,32.2082,-0.8163,-18.7839,24.0082,1.9483,-1.5112,-0.0
34.6,BRAKING,-22.159,32.3183,-0.8163,-18.8361,24.1389,1.9546,-1.5112,-0.0
34.7,BRAKING,-22.2625,32.4284,-0.8163,-18.8893,24.2695,1.9608,-1.5112,-0.0
34.8,BRAKING,-22.366,32.5385,-0.8163,-18.9433,24.4001,1.9669,-1.5112,-0.0
34.9,BRAKING,-22.4695,32.6486,-0.8163,-18.9983,24.5307,1.9729,-1.5112,-0.0
35.0,BRAKING,-22.573,32.7587,-0.8163,-19.0541,24.6612,1.9788,-1.5112,-0.0
35.1,BRAKING,-22.6765,32.8688,-0.8163,-19.1109,24.7917,1.9846,-1.5112,-0.0
35.2,BRAKING,-22.78,32.9789,-0.8163,-19.1685,24.9221,1.9903,-1.5112,-0.0
35.3,BRAKING,-22.8836,33.089,-0.8163,-19.227,25.0524,1.9959,-1.5112,-0.0
35.4,BRAKING,-22.9871,33.1991,-0.8163,-19.2863,25.1827,2.0014,-1.5112,-0.0
35.5,BRAKING,-23.0906,33.3092,-0.8163,-19.3465,25.3128,2.0069,-1.5112,-0.0
35.6,BRAKING,-23.1941,33.4193,-0.8163,-19.4074,25.4429,2.0122,-1.5112,-0.0
35.7,BRAKING,-23.2976,33.5294,-0.8163,-19.4692,25.5729,2.0175,-1.5112,-0.0
35.8,BRAKING,-23.4011,33.6396,-0.8163,-19.5317,25.7027,2.0227,-1.5112,-0.0
35.9,BRAKING,-23.5046,33.7497,-0.8163,-19.595,25.8325,2.0278,-1.5112,-0.0
36.0,BRAKING,-23.6081,33.8598,-0.8163,-19.6591,25.9621,2.0328,-1.5112,-0.0
36.1,BRAKING,-23.7116,33.9699,-0.8163,-19.7239,26.0916,2.0377,-1.5112,-0.0
36.2,BRAKING,-23.8151,34.08,-0.8163,-19.7894,26.2209,2.0426,-1.5112,-0.0
36.3,BRAKING,-23.9186,34.1901,-0.8163,-19.8556,26.3502,2.0473,-1.5112,-0.0
36.4,BRAKING,-24.0221,34.3002,-0.8163,-19.9226,26.4793,2.052,-1.5112,-0.0
36.5,BRAKING,-24.1257,34.4103,-0.8163,-19.9902,26.6082,2.0567,-1.5112,-0.0
36.6,BRAKING,-24.2292,34.5204,-0.8163,-20.0585,26.737,2.0612,-1.5112,-0.0
36.7,BRAKING,-24.3327,34.6305,-0.8163,-20.1275,26.8656,2.0657,-1.5112,-0.0
36.8,BRAKING,-24.4362,34.7406,-0.8163,-20.1971,26.9941,2.07,-1.5112,-0.0
36.9,BRAKING,-24.5397,34.8507,-0.8163,-20.2674,27.1224,2.0744,-1.5112,-0.0
37.0,BRAKING,-24.6432,34.9608,-0.8163,-20.3383,27.2506,2.0786,-1.5112,-0.0
37.1,BRAKING,-24.7467,35.0709,-0.8163,-20.4098,27.3786,2.0828,-1.5112,-0.0
37.2,BRAKING,-24.8502,35.181,-0.8163,-20.4819,27.5064,2.0869,-1.5112,-0.0
37.3,BRAKING,-24.9537,35.2911,-0.8163,-20.5546,27.6341,2.0909,-1.5112,-0.0
37.4,BRAKING,-25.0572,35.4012,-0.8163,-20.6279,27.7616,2.0949,-1.5112,-0.0
37.5,BRAKING,-25.1607,35.5113,-0.8163,-20.7018,27.8889,2.0988,-1.5112,-0.0
37.6,BRAKING,-25.2642,35.6214,-0.8163,-20.7762,28.016,2.1026,-1.5112,-0.0
37.7,BRAKING,-25.3678,35.7315,-0.8163,-20.8512,28.143,2.1064,-1.5112,-0.0
37.8,BRAKING,-25.4713,35.8416,-0.8163,-20.9267,28.2698,2.1101,-1.5112,-0.0
37.9,BRAKING,-25.5748,35.9517,-0.8163,-21.0027,28.3964,2.1138,-1.5112,-0.0
38.0,BRAKING,-25.6783,36.0618,-0.8163,-21.0793,28.5228,2.1174,-1.5112,-0.0
38.1,BRAKING,-25.7818,36.1719,-0.8163,-21.1563,28.6491,2.1209,-1.5112,-0.0
38.2,BRAKING,-25.8853,36.282,-0.8163,-21.2339,28.7752,2.1244,-1.5112,-0.0
38.3,BRAKING,-25.9888,36.3921,-0.8163,-21.3119,28.9011,2.1278,-1.5112,-0.0
38.4,BRAKING,-26.0923,36.5022,-0.8163,-21.3904,29.0268,2.1311,-1.5112,-0.0
38.5,BRAKING,-26.1958,36.6123,-0.8163,-21.4694,29.1523,2.1344,-1.5112,-0.0
38.6,BRAKING,-26.2993,36.7224,-0.8163,-21.5489,29.2777,2.1377,-1.5112,-0.0
38.7,BRAKING,-26.4028,36.8325,-0.8163,-21.6288,29.4029,2.1409,-1.5112,-0.0
38.8,BRAKING,-26.5063,36.9426,-0.8163,-21.7092,29.5278,2.144,-1.5112,-0.0
38.9,PUSHBACK,-26.6077,37.0504,-0.8141,-21.7899,29.6527,2.1471,-1.4417,-0.07
39.0,PUSHBACK,-26.7057,37.1536,-0.8067,-21.8698,29.7744,2.15,-1.3993,-0.14
39.1,PUSHBACK,-26.8021,37.2533,-0.7942,-21.9478,29.8907,2.1528,-1.3674,-0.21
39.2,PUSHBACK,-26.8978,37.3494,-0.7768,-22.0247,30.0028,2.1556,-1.3415,-0.28
39.3,PUSHBACK,-26.994,37.4424,-0.7544,-22.1009,30.1115,2.1584,-1.3295,-0.344
39.4,PUSHBACK,-27.0924,37.5328,-0.7273,-22.1769,30.2174,2.1614,-1.3364,-0.3952
39.5,PUSHBACK,-27.1939,37.621,-0.6962,-22.2534,30.3218,2.1647,-1.3476,-0.4362
39.6,PUSHBACK,-27.2991,37.7066,-0.6615,-22.3308,30.4254,2.1683,-1.3602,-0.4689
39.7,PUSHBACK,-27.4084,37.7891,-0.6238,-22.4091,30.5282,2.1723,-1.3734,-0.4951
39.8,PUSHBACK,-27.5219,37.868,-0.5834,-22.488,30.6301,2.1768,-1.3865,-0.5161
39.9,PUSHBACK,-27.6396,37.9429,-0.5408,-22.5674,30.731,2.1818,-1.3993,-0.5329
40.0,PUSHBACK,-27.7615,38.0131,-0.4962,-22.6472,30.8306,2.1875,-1.4116,-0.5463
40.1,PUSHBACK,-27.8875,38.0784,-0.45,-22.7269,30.9287,2.1937,-1.4234,-0.5571
40.2,PUSHBACK,-28.0174,38.1382,-0.4024,-22.8066,31.0249,2.2005,-1.4347,-0.5656
40.3,PUSHBACK,-28.1511,38.192,-0.3536,-22.8859,31.119,2.2079,-1.4453,-0.5725
40.4,PUSHBACK,-28.2882,38.2395,-0.3038,-22.9645,31.2107,2.216,-1.4555,-0.578
40.5,PUSHBACK,-28.4285,38.2804,-0.253,-23.0424,31.2997,2.2247,-1.465,-0.5824
40.6,PUSHBACK,-28.5715,38.3143,-0.2015,-23.1193,31.3858,2.234,-1.474,-0.5859
40.7,PUSHBACK,-28.717,38.3409,-0.1493,-23.1949,31.4688,2.244,-1.4825,-0.5887
40.8,PUSHBACK,-28.8645,38.3599,-0.0966,-23.2691,31.5485,2.2545,-1.4905,-0.591
40.9,PUSHBACK,-29.0136,38.3711,-0.0433,-23.3416,31.6246,2.2657,-1.4979,-0.5928
41.0,PUSHBACK,-29.1636,38.3744,0.0103,-23.4122,31.697,2.2774,-1.501,-0.5942
41.1,PUSHBACK,-29.3136,38.3696,0.0642,-23.4807,31.7655,2.2897,-1.501,-0.5954
41.2,PUSHBACK,-29.4631,38.3568,0.1181,-23.5466,31.8297,2.3025,-1.501,-0.5963
41.3,PUSHBACK,-29.6117,38.3359,0.1722,-23.6098,31.8896,2.3157,-1.501,-0.597
41.4,PUSHBACK,-29.759,38.307,0.2263,-23.67,31.9452,2.3294,-1.501,-0.5976
41.5,PUSHBACK,-29.9045,38.2701,0.2805,-23.7273,31.9965,2.3434,-1.501,-0.5981
41.6,PUSHBACK,-30.0478,38.2254,0.3348,-23.7813,32.0435,2.3578,-1.501,-0.5985
41.7,PUSHBACK,-30.1884,38.1731,0.389,-23.832,32.0863,2.3726,-1.501,-0.5988
41.8,PUSHBACK,-30.326,38.1131,0.4434,-23.8791,32.1249,2.3877,-1.501,-0.599
41.9,PUSHBACK,-30.4602,38.0458,0.4977,-23.9227,32.1594,2.4031,-1.501,-0.5992
42.0,PUSHBACK,-30.5905,37.9713,0.5521,-23.9624,32.1899,2.4188,-1.501,-0.5994
42.1,PUSHBACK,-30.7165,37.8899,0.6065,-23.9982,32.2164,2.4348,-1.501,-0.5995
42.2,PUSHBACK,-30.8379,37.8017,0.6608,-24.03,32.239,2.4509,-1.501,-0.5996
42.3,PUSHBACK,-30.9544,37.707,0.7153,-24.0576,32.258,2.4673,-1.501,-0.5997
42.4,PUSHBACK,-31.0655,37.6061,0.7697,-24.0808,32.2733,2.4839,-1.501,-0.5997
42.5,PUSHBACK,-31.171,37.4993,0.8241,-24.0996,32.2852,2.5005,-1.501,-0.5998
42.6,PUSHBACK,-31.2705,37.387,0.8785,-24.1139,32.2938,2.5174,-1.501,-0.5998
42.7,PUSHBACK,-31.3638,37.2694,0.9329,-24.1234,32.2992,2.5343,-1.501,-0.5999
42.8,PUSHBACK,-31.4505,37.1469,0.9874,-24.1282,32.3016,2.5513,-1.501,-0.5999
42.9,PUSHBACK,-31.5304,37.0199,1.0418,-24.1282,32.3012,2.5684,-1.501,-0.5999
43.0,PUSHBACK,-31.6033,36.8887,1.0963,-24.1231,32.2981,2.5855,-1.501,-0.5999
43.1,PUSHBACK,-31.669,36.7537,1.1507,-24.1131,32.2925,2.6026,-1.501,-0.5999
43.2,PUSHBACK,-31.7272,36.6154,1.2051,-24.0979,32.2846,2.6197,-1.501,-0.6
43.3,PUSHBACK,-31.7778,36.4741,1.2596,-24.0776,32.2746,2.6367,-1.501,-0.6
43.4,PUSHBACK,-31.8206,36.3303,1.314,-24.052,32.2626,2.6537,-1.501,-0.6
43.5,PUSHBACK,-31.8556,36.1843,1.3685,-24.0212,32.2489,2.6706,-1.501,-0.6
43.6,PUSHBACK,-31.8825,36.0366,1.4229,-23.985,32.2336,2.6874,-1.501,-0.6
43.7,PUSHBACK,-31.9014,35.8878,1.4774,-23.9436,32.2169,2.704,-1.501,-0.6
43.8,PUSHBACK,-31.9122,35.7381,1.5318,-23.8968,32.1991,2.7205,-1.501,-0.6
43.9,PUSHBACK,-31.9147,35.588,1.5863,-23.8446,32.1801,2.7368,-1.501,-0.6
44.0,PUSHBACK,-31.9091,35.438,1.6407,-23.7871,32.1604,2.7529,-1.501,-0.6
44.1,PUSHBACK,-31.8954,35.2886,1.6952,-23.7243,32.14,2.7688,-1.501,-0.6
44.2,PUSHBACK,-31.8735,35.1401,1.7496,-23.6563,32.119,2.7844,-1.501,-0.6
44.3,PUSHBACK,-31.8436,34.993,1.8041,-23.583,32.0977,2.7997,-1.501,-0.6
44.4,PUSHBACK,-31.8058,34.8478,1.8585,-23.5045,32.0763,2.8147,-1.501,-0.6
44.5,PUSHBACK,-31.7601,34.7048,1.913,-23.4209,32.0548,2.8294,-1.501,-0.6
44.6,PUSHBACK,-31.7066,34.5646,1.9674,-23.3322,32.0333,2.8437,-1.501,-0.6
44.7,PUSHBACK,-31.6457,34.4274,2.0219,-23.2387,32.0122,2.8576,-1.501,-0.6
44.8,PUSHBACK,-31.5773,34.2938,2.0763,-23.1403,31.9913,2.8711,-1.501,-0.6
44.9,PUSHBACK,-31.5018,34.1641,2.1308,-23.0372,31.9709,2.8842,-1.501,-0.6
45.0,PUSHBACK,-31.4193,34.0387,2.1852,-22.9295,31.9511,2.8968,-1.501,-0.6
45.1,PUSHBACK,-31.3301,33.918,2.2397,-22.8174,31.9319,2.9089,-1.501,-0.6
45.2,PUSHBACK,-31.2345,33.8023,2.2941,-22.701,31.9134,2.9204,-1.501,-0.6
45.3,PUSHBACK,-31.1328,33.692,2.3486,-22.5805,31.8957,2.9315,-1.501,-0.6
45.4,PUSHBACK,-31.0252,33.5874,2.403,-22.4561,31.8788,2.9419,-1.501,-0.6
45.5,PUSHBACK,-30.912,33.4888,2.4574,-22.328,31.8627,2.9517,-1.501,-0.6
45.6,PUSHBACK,-30.7937,33.3965,2.5119,-22.1965,31.8475,2.9609,-1.501,-0.6
45.7,PUSHBACK,-30.6705,33.3107,2.5663,-22.0617,31.8332,2.9694,-1.501,-0.6
45.8,PUSHBACK,-30.5428,33.2318,2.6208,-21.9239,31.8197,2.9772,-1.501,-0.6
45.9,PUSHBACK,-30.411,33.16,2.6752,-21.7834,31.807,2.9843,-1.501,-0.6
46.0,PUSHBACK,-30.2755,33.0955,2.7297,-21.6405,31.7951,2.9907,-1.501,-0.6
46.1,PUSHBACK,-30.1367,33.0384,2.7841,-21.4954,31.784,2.9963,-1.501,-0.6
46.2,PUSHBACK,-29.995,32.989,2.8386,-21.3486,31.7734,3.0011,-1.501,-0.6
46.3,PUSHBACK,-29.8508,32.9473,2.893,-21.2003,31.7635,3.005,-1.501,-0.6
46.4,PUSHBACK,-29.7046,32.9136,2.9475,-21.051,31.7541,3.0081,-1.501,-0.6
46.5,PUSHBACK,-29.5567,32.8878,3.0019,-20.901,31.745,3.0103,-1.501,-0.6
46.6,PUSHBACK,-29.4077,32.8702,3.0564,-20.7507,31.7362,3.0117,-1.501,-0.6
46.7,PUSHBACK,-29.2579,32.8607,3.1108,-20.6006,31.7276,3.0121,-1.501,-0.6
46.8,PUSHBACK,-29.1078,32.8593,3.1653,-20.451,31.7191,3.0116,-1.501,-0.6
46.9,PUSHBACK,-28.9579,32.8661,3.2197,-20.3026,31.7105,3.0101,-1.501,-0.6
47.0,PUSHBACK,-28.8085,32.8811,3.2742,-20.1558,31.7017,3.0077,-1.501,-0.6
47.1,PUSHBACK,-28.6602,32.9042,3.3284,-20.011,31.6927,3.0043,-1.501,-0.5951
47.2,PUSHBACK,-28.5134,32.9352,3.3808,-19.8689,31.6833,3.0,-1.501,-0.5618
47.3,PUSHBACK,-28.3683,32.9736,3.4284,-19.7299,31.6731,2.9946,-1.501,-0.5064
47.4,PUSHBACK,-28.2251,33.0185,3.4697,-19.5943,31.6616,2.9884,-1.501,-0.4364
47.5,PUSHBACK,-28.0837,33.0689,3.5042,-19.4621,31.6483,2.9812,-1.501,-0.3664
47.6,PUSHBACK,-27.944,33.1238,3.5322,-19.3333,31.6331,2.9733,-1.501,-0.2964
47.7,PUSHBACK,-27.8057,33.1822,3.5541,-19.2076,31.6162,2.9646,-1.501,-0.2264
47.8,PUSHBACK,-27.6686,33.2433,3.5701,-19.0848,31.5975,2.9555,-1.501,-0.1564
47.9,PUSHBACK,-27.5324,33.3063,3.5804,-18.9644,31.577,2.9458,-1.501,-0.0864
48.0,PUSHBACK,-27.3967,33.3704,3.5851,-18.8461,31.5548,2.9358,-1.501,-0.0164
48.1,PUSHBACK,-27.2611,33.4348,3.5841,-18.7295,31.5307,2.9255,-1.501,0.0536
48.2,PUSHBACK,-27.1253,33.4988,3.5776,-18.6142,31.5047,2.915,-1.501,0.1236
48.3,PUSHBACK,-26.989,33.5616,3.5657,-18.4997,31.4768,2.9043,-1.501,0.1855
48.4,PUSHBACK,-26.8518,33.6225,3.5492,-18.3856,31.4467,2.8935,-1.501,0.2345
48.5,PUSHBACK,-26.7135,33.681,3.5289,-18.2715,31.4146,2.8828,-1.501,0.2708
48.6,PUSHBACK,-26.574,33.7364,3.506,-18.157,31.3805,2.8721,-1.501,0.2951
48.7,PUSHBACK,-26.4333,33.7885,3.4813,-18.0419,31.3444,2.8615,-1.501,0.3083
48.8,PUSHBACK,-26.2913,33.8371,3.4559,-17.926,31.3064,2.8511,-1.501,0.3118
48.9,PUSHBACK,-26.148,33.882,3.4304,-17.8093,31.2666,2.8408,-1.501,0.307
49.0,PUSHBACK,-26.0038,33.9233,3.4056,-17.6918,31.2253,2.8308,-1.4995,0.2954
49.1,PUSHBACK,-25.8594,33.9609,3.3821,-17.5736,31.1825,2.821,-1.4853,0.2786
49.2,PUSHBACK,-25.7154,33.9948,3.3603,-17.4553,31.1385,2.8115,-1.4719,0.2581
49.3,PUSHBACK,-25.572,34.0255,3.3406,-17.3375,31.0938,2.8023,-1.4606,0.2355
49.4,PUSHBACK,-25.429,34.0533,3.3228,-17.2202,31.0483,2.7933,-1.4515,0.2121
49.5,PUSHBACK,-25.2863,34.0784,3.307,-17.1034,31.0022,2.7845,-1.4451,0.1888
49.6,PUSHBACK,-25.1438,34.1014,3.2931,-16.9871,30.9555,2.776,-1.4416,0.1665
49.7,PUSHBACK,-25.0012,34.1224,3.2809,-16.8711,30.908,2.7675,-1.4408,0.146
49.8,PUSHBACK,-24.8582,34.1418,3.2702,-16.7553,30.8599,2.7592,-1.4429,0.1276
49.9,PUSHBACK,-24.7148,34.1598,3.2609,-16.6396,30.8109,2.7509,-1.4477,0.1117
50.0,PUSHBACK,-24.5706,34.1766,3.2526,-16.524,30.7611,2.7427,-1.455,0.0985
50.1,PUSHBACK,-24.4255,34.1924,3.2453,-16.4082,30.7102,2.7344,-1.4648,0.0879
50.2,PUSHBACK,-24.2791,34.2072,3.2387,-16.2921,30.6583,2.7261,-1.4771,0.0799
50.3,PUSHBACK,-24.1312,34.2212,3.2326,-16.1757,30.6053,2.7177,-1.4919,0.0744
50.4,PUSHBACK,-23.9818,34.2345,3.2267,-16.0587,30.5508,2.7092,-1.5039,0.0712
50.5,PUSHBACK,-23.8319,34.247,3.2211,-15.9412,30.495,2.7006,-1.5039,0.07
50.6,PUSHBACK,-23.682,34.2586,3.2155,-15.8241,30.4381,2.6919,-1.5039,0.0706
50.7,PUSHBACK,-23.532,34.2693,3.2098,-15.7077,30.3804,2.6832,-1.5039,0.0726
50.8,PUSHBACK,-23.3819,34.2792,3.2039,-15.592,30.3217,2.6744,-1.5039,0.0757
50.9,PUSHBACK,-23.2318,34.2882,3.1977,-15.4771,30.2621,2.6656,-1.5039,0.0797
51.0,PUSHBACK,-23.0816,34.2963,3.1912,-15.3628,30.2015,2.6568,-1.5039,0.0842
51.1,PUSHBACK,-22.9314,34.3033,3.1843,-15.2494,30.1399,2.6479,-1.5039,0.089
